,Category,Subcategory,Subsubcategory,Producto,Cantidad,Precio
131,"Arroz, legumbres y pasta",Arroz,Arroz,Arroz redondo Hacendado,Paquete 1 kg,1.1
132,"Arroz, legumbres y pasta",Arroz,Arroz,Arroz redondo La Fallera,Paquete 1 kg,1.47
133,"Arroz, legumbres y pasta",Arroz,Arroz,Arroz cocido basmati Sabroz,2 vasitos x 125 g,1.2
134,"Arroz, legumbres y pasta",Arroz,Arroz,Arroz cocido integral Sabroz,2 vasitos x 125 g,1.15
135,"Arroz, legumbres y pasta",Arroz,Arroz,Arroz bomba Hacendado,Paquete 1 kg,2.6
136,"Arroz, legumbres y pasta",Arroz,Arroz,Arroz cocido redondo Sabroz,2 vasitos x 125 g,1.15
137,"Arroz, legumbres y pasta",Arroz,Arroz,Quinoa cocida blanca y roja Sabroz,2 vasitos x 125 g,1.5
138,"Arroz, legumbres y pasta",Arroz,Arroz,Arroz largo Hacendado,Paquete 1 kg,1.15
139,"Arroz, legumbres y pasta",Arroz,Arroz,Arroz redondo J Sendra Hacendado,Paquete 1 kg,1.3
140,"Arroz, legumbres y pasta",Arroz,Arroz,Arroz basmati aromático Hacendado,Paquete 1 kg,2.5
141,"Arroz, legumbres y pasta",Arroz,Arroz,Cous cous mediano Bia,Caja 1 kg,1.9
142,"Arroz, legumbres y pasta",Arroz,Arroz,Arroz integral redondo Hacendado,Paquete 1 kg,1.5
143,"Arroz, legumbres y pasta",Arroz,Arroz,Quinoa Hacendado,Paquete 500 g,2.5
144,"Arroz, legumbres y pasta",Arroz,Arroz,Arroz vaporizado Hacendado,Paquete 1 kg,1.45
145,"Arroz, legumbres y pasta",Arroz,Arroz,Arroz redondo Sabroz,Paquete 1 kg,1.89
146,"Arroz, legumbres y pasta",Arroz,Arroz,Arroz Jazmín aromático Hacendado,Paquete 1 kg,2.2
147,"Arroz, legumbres y pasta",Arroz,Arroz,Noodles de arroz Acecook,Paquete 200 g,1.5
148,"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Azúcar,Azúcar blanco,Paquete 1 kg,1.35
149,"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Azúcar,Azúcar blanco en sobres Acor,Caja 50 sticks (350 g),1.15
150,"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Azúcar,Azúcar moreno de caña Acor,Caja 1 kg,1.6
151,"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Azúcar,Azúcar moreno de caña integral en sobres Acor,Caja 50 sobres (350 g),1.3
152,"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Azúcar,Panela azúcar moreno de caña integral Hacendado,Paquete 500 g,1.8
153,"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Azúcar,Azúcar Mascavado Hacendado,Paquete 500 g,1.05
154,"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Azúcar,Azúcar glas Sidul,Bote 250 g,1.4
155,"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Edulcorante y otros,Edulcorante líquido sacarina Hacendado,Bote 150 ml,0.85
156,"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Edulcorante y otros,Edulcorante en pastillas sacarina Hacendado,Bote 850 pastillas (52 g),1.15
157,"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Edulcorante y otros,Edulcorante en sobres sacarina Hacendado,Caja 60 sobres (60 g),1.2
158,"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Edulcorante y otros,Sirope de agave,Bote 350 g,2.5
159,"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Edulcorante y otros,Edulcorante líquido stevia Hacendado,Bote 150 ml,2.1
160,"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Edulcorante y otros,Edulcorante granulado stevia Hacendado,Bote 200 g,3.2
161,"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Edulcorante y otros,Edulcorante en pastillas stevia Hacendado,Bote 175 pastillas (9 g),1.85
162,"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Edulcorante y otros,Edulcorante en sobres stevia Hacendado,Caja 54 sobres (54 g),2.0
163,"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Edulcorante y otros,Edulcorante Eritritol y Sucralosa Hacendado,Bote 200 g,3.3
164,Bebé,Alimentación infantil,Tarritos salados,Papilla crema de bechamel con lenguado Hero baby +8 meses,Tarrito 235 g,1.3
165,Bebé,Alimentación infantil,Tarritos salados,Papilla verduritas con merluza Hero baby +6 meses,2 tarritos x 235 g,2.6
166,Bebé,Alimentación infantil,Tarritos salados,Papilla verduritas con pollo y ternera Hero baby +6 meses,Tarrito 235 g,1.3
167,Bebé,Alimentación infantil,Tarritos salados,Papilla arroz con pollo Hero baby +6 meses,2 tarritos x 235 g,2.6
168,Bebé,Alimentación infantil,Tarritos salados,Papilla verduritas con pollo Hero baby buenas noches +6 meses,2 tarritos x 190 g,2.2
169,Bebé,Alimentación infantil,Tarritos salados,Papilla verduritas con delicias de pavo Hero baby natur +6 meses,Tarrito 235 g,1.3
170,Bebé,Alimentación infantil,Tarritos salados,Papilla zanahorias baby con ternera Hero baby +6 meses,Tarrito 235 g,1.3
171,Bebé,Alimentación infantil,Tarritos salados,Papilla zanahorias con arroz en caldito de pollo Hero baby +6 meses,Tarrito 235 g,1.3
172,Bebé,Alimentación infantil,Tarritos salados,Papilla lentejas con verduritas Hero baby recetas caseras +8 meses,2 tarritos x 190 g,2.2
173,Bebé,Alimentación infantil,Tarritos salados,Papilla menestra de cordero a la crema Hero baby recetas caseras +6 meses,2 tarritos x 190 g,2.2
174,Bebé,Alimentación infantil,Tarritos de fruta,Papilla fresa y plátano +8 meses Hacendado,1 ud. (120 g),0.9
175,Bebé,Alimentación infantil,Tarritos de fruta,Papilla fruta variada +6 meses Hacendado,1 ud. (120 g),0.9
176,Bebé,Alimentación infantil,Tarritos de fruta,Papilla manzana y plátano +6 meses Hacendado,1 ud. (120 g),0.9
177,Bebé,Alimentación infantil,Tarritos de fruta,Papilla fruta variada +4 meses Hacendado,4 tarritos x 130 g,2.3
178,Bebé,Alimentación infantil,Tarritos de fruta,"Papilla plátano, naranja y galleta +6 meses Hacendado",4 tarritos x 130 g,2.3
179,Bebé,Alimentación infantil,Tarritos de fruta,Papilla cuatro frutas con avena +8 meses Hacendado,4 tarritos x 130 g,2.5
180,Bebé,Alimentación infantil,Tarritos de fruta,"Papilla plátano, mandarina y pera +4 meses Hacendado",4 tarritos x 130 g,2.3
181,Bebé,Alimentación infantil,Tarritos de fruta,Papilla compota de manzana +4 meses Hacendado,2 tarritos x 130 g,1.3
182,Bebé,Alimentación infantil,Tarritos de fruta,Papilla cuatro frutas con yogur +8 meses Hacendado,4 tarritos x 130 g,2.5
183,Bebé,Alimentación infantil,Tarritos de fruta,Papilla pera y manzana +4 meses Hacendado,4 tarritos x 130 g,2.3
184,Bebé,Alimentación infantil,Tarritos de fruta,Papilla manzana y mango +6 meses Hacendado,1 ud. (120 g),0.9
185,Bebé,Alimentación infantil,Tarritos de fruta,"Papilla plátano, fresa, arándanos y avena +8 meses Hacendado",1 ud. (120 g),0.9
186,Bebé,Alimentación infantil,Tarritos de fruta,Papilla frutas con queso fresco + 8 meses Hacendado,2 tarritos x 130 g,2.3
187,Bebé,Alimentación infantil,Yogures y postres,Yogur líquido infantil de fresa y plátano Go-Lácteo +8 meses,Caja 4 ud. (360 g),2.5
188,Bebé,Alimentación infantil,Yogures y postres,Yogur líquido infantil natural Go-Lácteo +6 meses,Caja 4 ud. (360 g),2.5
189,Bebé,Alimentación infantil,Yogures y postres,Yogur líquido infantil de pera Go-Lácteo +6 meses,Caja 4 ud. (360 g),2.5
190,Bebé,Alimentación infantil,Yogures y postres,Yogur líquido infantil con cereales y miel Go-Lácteo +8 meses,Caja 4 ud. (360 g),2.5
191,Bebé,Alimentación infantil,Yogures y postres,Postre lácteo infantil de plátano Yogolino +6 meses,4 ud. x 100 g,2.75
192,Bebé,Alimentación infantil,Yogures y postres,Natillas infantiles con galletas Hacendado +6 meses,2 ud. x 130 g,1.6
193,Bebé,Alimentación infantil,Yogures y postres,Yogur infantil cremoso de fresa Go-Lácteo +8 meses,4 ud. x 110 g,2.5
194,Bebé,Alimentación infantil,Yogures y postres,Yogur infantil cremoso de manzana y pera Go-Lácteo +8 meses,4 ud. x 110 g,2.5
195,Bebé,Alimentación infantil,Leche,Preparado lácteo Nativa 3 crecimiento sabor a cereales,6 bricks x 1 L,9.6
196,Bebé,Alimentación infantil,Leche,Preparado lácteo Nativa 3 crecimiento sabor a cereales Nestlé,Brick 1 L,1.6
197,Bebé,Alimentación infantil,Leche,Preparado lácteo crecimiento Peques 3 Puleva,6 bricks x 1 L,10.2
198,Bebé,Alimentación infantil,Leche,Preparado lácteo crecimiento Peques 3 Puleva,Brick 1 L,1.7
199,Bebé,Alimentación infantil,Leche,Preparado lácteo con cereales crecimiento Peques 3 Puleva,6 bricks x 1 L,10.2
200,Bebé,Alimentación infantil,Leche,Preparado lácteo con cereales crecimiento Peques 3 Puleva,Brick 1 L,1.7
201,Bebé,Alimentación infantil,Leche,Preparado lácteo crecimiento +1 año Hacendado,6 bricks x 1 L,6.0
202,Bebé,Alimentación infantil,Leche,Preparado lácteo crecimiento +1 año Hacendado,Brick 1 L,1.0
203,Bebé,Alimentación infantil,Leche,Preparado lácteo crecimiento +1 año Hacendado,6 mini bricks x 200 ml,1.55
204,Bebé,Alimentación infantil,Leche,Preparado lácteo cereales al cacao Peques 3 Puleva,3 mini bricks x 200 ml,1.7
205,Bebé,Alimentación infantil,Leche,Preparado lácteo con cacao y cereales crecimiento Hacendado +1 año,6 mini bricks x 200 ml,1.75
206,Bebé,Alimentación infantil,Leche,Preparado lácteo con cereales crecimiento Hacendado +1 año,6 bricks x 1 L,6.6
207,Bebé,Alimentación infantil,Leche,Preparado lácteo con cereales crecimiento Hacendado +1 año,Brick 1 L,1.1
208,Bebé,Alimentación infantil,Leche,Leche de continuación Peques 2 Puleva,6 bricks x 1 L,10.75
209,Bebé,Alimentación infantil,Leche,Leche de continuación Peques 2 Puleva,Brick 1 L,1.8
210,Bebé,Alimentación infantil,Leche en polvo,Leche para lactantes en polvo 1 Nidina Nestlé,Bote 800 g,14.95
211,Bebé,Alimentación infantil,Leche en polvo,Leche de continuación en polvo 2 Nidina Nestlé,Bote 800 g,14.95
212,Bebé,Alimentación infantil,Leche en polvo,Leche crecimiento en polvo 3 Nidina Nestlé,Bote 800 g,14.95
213,Bebé,Alimentación infantil,Leche en polvo,Leche para lactantes en polvo 1 Hero baby,Bote 800 g,8.85
